Iteration,Group,Sex,Age_Group,Permutation_Delta
8302,South Asian,Female,40-90,0.19418516753248305
8303,South Asian,Female,40-90,-0.18370413728985957
8304,South Asian,Female,40-90,0.2255515711880305
8305,South Asian,Female,40-90,-0.16342567544644204
8306,South Asian,Female,40-90,-0.08291593164786759
8307,South Asian,Female,40-90,-0.32401180981062216
8308,South Asian,Female,40-90,-0.22147195317581136
8309,South Asian,Female,40-90,0.2672093198418226
8310,South Asian,Female,40-90,-0.131335566664597
8311,South Asian,Female,40-90,0.1399821605355589
8312,South Asian,Female,40-90,-0.2322230610396807
8313,South Asian,Female,40-90,0.24239352038838513
8314,South Asian,Female,40-90,-0.012678137144581658
8315,South Asian,Female,40-90,-0.052060426568696805
8316,South Asian,Female,40-90,0.14717403756800662
8317,South Asian,Female,40-90,0.06623919710307025
8318,South Asian,Female,40-90,-0.2312099207474385
8319,South Asian,Female,40-90,0.07441320579189004
8320,South Asian,Female,40-90,0.20919906259248755
8321,South Asian,Female,40-90,-0.013320033054465608
8322,South Asian,Female,40-90,0.1649710317653783
8323,South Asian,Female,40-90,-0.40234732088448855
8324,South Asian,Female,40-90,0.25430081831334705
8325,South Asian,Female,40-90,-0.0065773397820989565
8326,South Asian,Female,40-90,0.20510445284297107
8327,South Asian,Female,40-90,-0.03333044655181627
8328,South Asian,Female,40-90,0.10166565139050787
8329,South Asian,Female,40-90,0.02762554215936497
8330,South Asian,Female,40-90,0.04916956192016819
8331,South Asian,Female,40-90,0.21572121395953303
8332,South Asian,Female,40-90,0.11886294281228782
8333,South Asian,Female,40-90,-0.10879355811713243
8334,South Asian,Female,40-90,0.2483009137922254
8335,South Asian,Female,40-90,-0.02091228400363132
8336,South Asian,Female,40-90,-0.07862990604867282
8337,South Asian,Female,40-90,-0.37826539295750017
8338,South Asian,Female,40-90,-0.09178485057227403
8339,South Asian,Female,40-90,-0.27465978079928455
8340,South Asian,Female,40-90,-0.047295842213645134
8341,South Asian,Female,40-90,0.3118977080020584
8342,South Asian,Female,40-90,0.4530250516787069
8343,South Asian,Female,40-90,-0.13545690853528125
8344,South Asian,Female,40-90,0.041606190190939696
8345,South Asian,Female,40-90,-0.008507078506058807
8346,South Asian,Female,40-90,0.1158413723343541
8347,South Asian,Female,40-90,-0.2584853297651817
8348,South Asian,Female,40-90,-0.2693120149898678
8349,South Asian,Female,40-90,-0.14334792683267983
8350,South Asian,Female,40-90,-0.08456180947995051
8351,South Asian,Female,40-90,-0.15339239083626488
8352,South Asian,Female,40-90,-0.234822500268153
8353,South Asian,Female,40-90,0.21437399080755748
8354,South Asian,Female,40-90,-0.09871262796783498
8355,South Asian,Female,40-90,0.005506814880883226
8356,South Asian,Female,40-90,-0.18133899775310747
8357,South Asian,Female,40-90,0.01664283432713365
8358,South Asian,Female,40-90,0.2302467546417506
8359,South Asian,Female,40-90,-0.15855369436453026
8360,South Asian,Female,40-90,-0.05867539895764384
8361,South Asian,Female,40-90,0.05368390836814285
8362,South Asian,Female,40-90,0.4341083331394646
8363,South Asian,Female,40-90,0.04016784586373712
8364,South Asian,Female,40-90,-0.17606924435268478
8365,South Asian,Female,40-90,-0.357894912813419
8366,South Asian,Female,40-90,-0.2266904814508628
8367,South Asian,Female,40-90,-0.41431564419491185
8368,South Asian,Female,40-90,0.021887849615214616
8369,South Asian,Female,40-90,-0.4472715207726474
8370,South Asian,Female,40-90,-0.20622375670597926
8371,South Asian,Female,40-90,-0.003205692522820769
8372,South Asian,Female,40-90,0.1293218654546191
8373,South Asian,Female,40-90,-0.32980079606991586
8374,South Asian,Female,40-90,0.06113379541043029
8375,South Asian,Female,40-90,-0.02775070674506175
8376,South Asian,Female,40-90,-0.13863809385778847
8377,South Asian,Female,40-90,-0.0561287904357326
8378,South Asian,Female,40-90,-0.17407572449235253
8379,South Asian,Female,40-90,0.24938048361621856
8380,South Asian,Female,40-90,-0.3741971068655934
8381,South Asian,Female,40-90,0.3842270772668881
8382,South Asian,Female,40-90,-0.09661453075214199
8383,South Asian,Female,40-90,0.5848477313442224
8384,South Asian,Female,40-90,-0.009635751675644677
8385,South Asian,Female,40-90,-0.23754908029464383
8386,South Asian,Female,40-90,-0.11866068159365506
8387,South Asian,Female,40-90,-0.03874487777994906
8388,South Asian,Female,40-90,0.009950593746411496
8389,South Asian,Female,40-90,0.508950109236133
8390,South Asian,Female,40-90,-0.006609602340258203
8391,South Asian,Female,40-90,-0.12130300382145309
8392,South Asian,Female,40-90,0.24420492672786986
8393,South Asian,Female,40-90,0.057162121633391294
8394,South Asian,Female,40-90,0.31174488344746587
8395,South Asian,Female,40-90,-0.029068877827773676
8396,South Asian,Female,40-90,-0.035084078773616856
8397,South Asian,Female,40-90,-0.12395100767997702
8398,South Asian,Female,40-90,-0.25779050426024464
8399,South Asian,Female,40-90,-0.0859834689450012
8400,South Asian,Female,40-90,-0.10799518679013387
8401,South Asian,Female,40-90,0.19551679749964945
8402,South Asian,Female,40-90,0.006717207654804547
8403,South Asian,Female,40-90,-0.15368618314020788
8404,South Asian,Female,40-90,0.231218659485386
8405,South Asian,Female,40-90,-0.058413896607036
8406,South Asian,Female,40-90,-0.30778164029936006
8407,South Asian,Female,40-90,0.08206392219303016
8408,South Asian,Female,40-90,-0.17015039629745043
8409,South Asian,Female,40-90,0.004380097314635734
8410,South Asian,Female,40-90,-0.07845712002640592
8411,South Asian,Female,40-90,-0.05733205772442673
8412,South Asian,Female,40-90,-0.01980492135591172
8413,South Asian,Female,40-90,0.2228169115830272
8414,South Asian,Female,40-90,-0.3136483408029749
8415,South Asian,Female,40-90,0.36780059277408084
8416,South Asian,Female,40-90,-0.17018369278198664
8417,South Asian,Female,40-90,0.0759323635057747
8418,South Asian,Female,40-90,-0.3414959994013782
8419,South Asian,Female,40-90,0.14001180792768952
8420,South Asian,Female,40-90,0.07487806142150699
8421,South Asian,Female,40-90,-0.18915170192150654
8422,South Asian,Female,40-90,0.012679800058575275
8423,South Asian,Female,40-90,0.3062361520608494
8424,South Asian,Female,40-90,0.13769788348706324
8425,South Asian,Female,40-90,0.07109691007617736
8426,South Asian,Female,40-90,-0.3539783389249447
8427,South Asian,Female,40-90,-0.1231942009954281
8428,South Asian,Female,40-90,0.3763043549424476
8429,South Asian,Female,40-90,-0.2785683193380901
8430,South Asian,Female,40-90,0.13890436319969401
8431,South Asian,Female,40-90,-0.18087960767776723
8432,South Asian,Female,40-90,-0.2827666031837519
8433,South Asian,Female,40-90,-0.24474773176029174
8434,South Asian,Female,40-90,0.03207457612315601
8435,South Asian,Female,40-90,-0.010512317194553145
8436,South Asian,Female,40-90,-0.1073420699681904
8437,South Asian,Female,40-90,-0.39940314514012654
8438,South Asian,Female,40-90,-0.28893241219728827
8439,South Asian,Female,40-90,0.21930709496642953
8440,South Asian,Female,40-90,-0.36116302566678327
8441,South Asian,Female,40-90,-0.33141018928077903
8442,South Asian,Female,40-90,0.033576598835433735
8443,South Asian,Female,40-90,-0.23202926176296002
8444,South Asian,Female,40-90,-0.2833666174229523
8445,South Asian,Female,40-90,0.06411418828567417
8446,South Asian,Female,40-90,0.2089147353472045
8447,South Asian,Female,40-90,-0.01615531567611983
8448,South Asian,Female,40-90,-0.104648536181843
8449,South Asian,Female,40-90,0.1365722819996451
8450,South Asian,Female,40-90,-0.4975816788991376
8451,South Asian,Female,40-90,0.11025657356672713
8452,South Asian,Female,40-90,-0.12526813749910826
8453,South Asian,Female,40-90,-0.24959067760607478
8454,South Asian,Female,40-90,-0.03278035689594594
8455,South Asian,Female,40-90,0.12240960735620243
8456,South Asian,Female,40-90,0.026632810184371802
8457,South Asian,Female,40-90,0.08303466804260395
8458,South Asian,Female,40-90,0.12307996950626832
8459,South Asian,Female,40-90,-0.3529509226244065
8460,South Asian,Female,40-90,0.27047863366348324
8461,South Asian,Female,40-90,0.21507243230829198
8462,South Asian,Female,40-90,-0.20178850117187386
8463,South Asian,Female,40-90,0.28499245778383875
8464,South Asian,Female,40-90,-0.18283513687086383
8465,South Asian,Female,40-90,0.21249586824013056
8466,South Asian,Female,40-90,0.13978156480087245
8467,South Asian,Female,40-90,-0.04083481357680663
8468,South Asian,Female,40-90,-0.07069192624153064
8469,South Asian,Female,40-90,0.04490071487297165
8470,South Asian,Female,40-90,-0.05100039046003202
8471,South Asian,Female,40-90,0.07127608701552735
8472,South Asian,Female,40-90,-0.1483182736783748
8473,South Asian,Female,40-90,-0.07300758458458168
8474,South Asian,Female,40-90,0.14411363865094762
8475,South Asian,Female,40-90,-0.16600683461320287
8476,South Asian,Female,40-90,0.14241220492163498
8477,South Asian,Female,40-90,-0.1084317277933673
8478,South Asian,Female,40-90,0.2797877765763306
8479,South Asian,Female,40-90,-0.2314674396291032
8480,South Asian,Female,40-90,-0.39607361653388073
8481,South Asian,Female,40-90,0.18612776667633568
8482,South Asian,Female,40-90,0.05671926839568853
8483,South Asian,Female,40-90,0.058835612577401
8484,South Asian,Female,40-90,-0.36685130638311003
8485,South Asian,Female,40-90,0.36456641355180386
8486,South Asian,Female,40-90,-0.017225305255700096
8487,South Asian,Female,40-90,-0.0007681790178013514
8488,South Asian,Female,40-90,0.10890742962771016
8489,South Asian,Female,40-90,-0.11678081450696265
8490,South Asian,Female,40-90,0.3678937455661222
8491,South Asian,Female,40-90,-0.22292680084673222
8492,South Asian,Female,40-90,-0.1205371444457004
8493,South Asian,Female,40-90,0.06863653668450675
8494,South Asian,Female,40-90,-0.146354943001763
8495,South Asian,Female,40-90,-0.10890817267929531
8496,South Asian,Female,40-90,-0.1828846511065736
8497,South Asian,Female,40-90,0.18368208126626273
8498,South Asian,Female,40-90,0.22965755497361728
8499,South Asian,Female,40-90,-0.15528271164607466
8500,South Asian,Female,40-90,0.081120272190907
8501,South Asian,Female,40-90,-0.33167006715999303
8502,South Asian,Female,40-90,0.07239735253591428
8503,South Asian,Female,40-90,-0.5318173174445948
8504,South Asian,Female,40-90,-0.4866171928458485
8505,South Asian,Female,40-90,0.10021827862437638
8506,South Asian,Female,40-90,-0.16301061202855882
8507,South Asian,Female,40-90,-0.04632439371158581
8508,South Asian,Female,40-90,0.14470643784377835
8509,South Asian,Female,40-90,0.015593455609135276
8510,South Asian,Female,40-90,0.07857761244273442
8511,South Asian,Female,40-90,-0.06578716304970822
8512,South Asian,Female,40-90,-0.20112874460388142
8513,South Asian,Female,40-90,-0.18502397511121416
8514,South Asian,Female,40-90,-0.06519705822487554
8515,South Asian,Female,40-90,-0.013981330743820575
8516,South Asian,Female,40-90,0.16413006273504527
8517,South Asian,Female,40-90,0.16933101837718478
8518,South Asian,Female,40-90,0.03903842356410303
8519,South Asian,Female,40-90,-0.3169913997766223
8520,South Asian,Female,40-90,-0.31182241411074507
8521,South Asian,Female,40-90,0.023939659245740597
8522,South Asian,Female,40-90,-0.1835060014592922
8523,South Asian,Female,40-90,-0.43182561590918667
8524,South Asian,Female,40-90,-0.03369381599779819
8525,South Asian,Female,40-90,0.10734472787198568
8526,South Asian,Female,40-90,-0.1205180025876178
8527,South Asian,Female,40-90,-0.1722711212276562
8528,South Asian,Female,40-90,0.2804375542058066
8529,South Asian,Female,40-90,0.06312560829272407
8530,South Asian,Female,40-90,-0.13342784826426168
8531,South Asian,Female,40-90,0.01825486011985733
8532,South Asian,Female,40-90,-0.114814377357364
8533,South Asian,Female,40-90,0.15627084503376532
8534,South Asian,Female,40-90,0.07116770671350459
8535,South Asian,Female,40-90,0.1476878329219189
8536,South Asian,Female,40-90,-0.18028953866492703
8537,South Asian,Female,40-90,-0.1904155744424152
8538,South Asian,Female,40-90,-0.07048984903196498
8539,South Asian,Female,40-90,0.0625979598168569
8540,South Asian,Female,40-90,-0.02392669051537899
8541,South Asian,Female,40-90,-0.11576727448817126
8542,South Asian,Female,40-90,-0.08217351269178153
8543,South Asian,Female,40-90,-0.3639224732862836
8544,South Asian,Female,40-90,-0.09871109359749664
8545,South Asian,Female,40-90,-0.1106427844305502
8546,South Asian,Female,40-90,-0.1444615870490793
8547,South Asian,Female,40-90,-0.11611297021633993
8548,South Asian,Female,40-90,0.1539550528217113
8549,South Asian,Female,40-90,0.23648700954065127
8550,South Asian,Female,40-90,-0.024175110950850787
8551,South Asian,Female,40-90,-0.06349242646119002
8552,South Asian,Female,40-90,0.1461853611059163
8553,South Asian,Female,40-90,0.11395857212911498
8554,South Asian,Female,40-90,-0.01668074604001779
8555,South Asian,Female,40-90,-0.41394357689878003
8556,South Asian,Female,40-90,-0.11502477474154649
8557,South Asian,Female,40-90,0.018692761349643927
8558,South Asian,Female,40-90,-0.19617218921921564
8559,South Asian,Female,40-90,0.1335073609236619
8560,South Asian,Female,40-90,-0.07471888707032681
8561,South Asian,Female,40-90,0.0923448579791124
8562,South Asian,Female,40-90,-0.35896335107689037
8563,South Asian,Female,40-90,0.06468688630217256
8564,South Asian,Female,40-90,0.2915389342874386
8565,South Asian,Female,40-90,0.07049654505667569
8566,South Asian,Female,40-90,0.23087552217820528
8567,South Asian,Female,40-90,0.06012798785881035
8568,South Asian,Female,40-90,0.051928609714201546
8569,South Asian,Female,40-90,0.18052285622280406
8570,South Asian,Female,40-90,0.3023942991920925
8571,South Asian,Female,40-90,0.19265814463865416
8572,South Asian,Female,40-90,-0.0752554511822936
8573,South Asian,Female,40-90,0.2281582723439497
8574,South Asian,Female,40-90,0.015484688822153814
8575,South Asian,Female,40-90,0.18498063904379114
8576,South Asian,Female,40-90,0.283468940521165
8577,South Asian,Female,40-90,0.058049305080274394
8578,South Asian,Female,40-90,-0.1412421932758985
8579,South Asian,Female,40-90,-0.05209876071509312
8580,South Asian,Female,40-90,0.15438598550476268
8581,South Asian,Female,40-90,-0.123120576324383
8582,South Asian,Female,40-90,-0.13091835678759178
8583,South Asian,Female,40-90,-0.19639048615237753
8584,South Asian,Female,40-90,0.2399767776457904
8585,South Asian,Female,40-90,0.11151259973761585
8586,South Asian,Female,40-90,-0.18775751220867676
8587,South Asian,Female,40-90,0.020825400575453124
8588,South Asian,Female,40-90,0.15440557843934766
8589,South Asian,Female,40-90,0.40337004280136846
8590,South Asian,Female,40-90,0.24721414973884048
8591,South Asian,Female,40-90,-0.2286001245184548
8592,South Asian,Female,40-90,-0.0330059688567057
8593,South Asian,Female,40-90,0.07483595896049167
8594,South Asian,Female,40-90,0.10129680996999868
8595,South Asian,Female,40-90,-0.32549489019737843
8596,South Asian,Female,40-90,0.16336130162176588
8597,South Asian,Female,40-90,0.021505840164283363
8598,South Asian,Female,40-90,-0.04122132615884766
8599,South Asian,Female,40-90,-0.11310945397370897
8600,South Asian,Female,40-90,-0.15295629238161945
8601,South Asian,Female,40-90,-0.12529521478060301
8602,South Asian,Female,40-90,-0.2171418672217893
8603,South Asian,Female,40-90,-0.40601793517085527
8604,South Asian,Female,40-90,0.1635953204768108
8605,South Asian,Female,40-90,0.14271534335682556
8606,South Asian,Female,40-90,0.029009183677904282
8607,South Asian,Female,40-90,0.010049451775347329
8608,South Asian,Female,40-90,-0.0043693701829496945
8609,South Asian,Female,40-90,-0.07895972213951552
8610,South Asian,Female,40-90,0.247408310723924
8611,South Asian,Female,40-90,0.0393661627317603
8612,South Asian,Female,40-90,0.026830981500860496
8613,South Asian,Female,40-90,0.20707232429872802
8614,South Asian,Female,40-90,-0.03643597854932912
8615,South Asian,Female,40-90,0.013483030286109976
8616,South Asian,Female,40-90,-0.27896657180984263
8617,South Asian,Female,40-90,0.21293881527148928
8618,South Asian,Female,40-90,0.01566237394038339
8619,South Asian,Female,40-90,0.12367260462469032
8620,South Asian,Female,40-90,0.14776200844449683
8621,South Asian,Female,40-90,0.07491665763397304
8622,South Asian,Female,40-90,-0.0076207406492234675
8623,South Asian,Female,40-90,-0.18450376290188597
8624,South Asian,Female,40-90,-0.19104281323278993
8625,South Asian,Female,40-90,-0.2800087977138337
8626,South Asian,Female,40-90,0.01634526052007601
8627,South Asian,Female,40-90,0.1747868379335511
8628,South Asian,Female,40-90,0.15395321903931602
8629,South Asian,Female,40-90,-0.061159035480088164
8630,South Asian,Female,40-90,-0.33487826641284535
8631,South Asian,Female,40-90,-0.013780454461095548
8632,South Asian,Female,40-90,0.15449280977376034
8633,South Asian,Female,40-90,0.1370777544350794
8634,South Asian,Female,40-90,-0.0780760409488126
8635,South Asian,Female,40-90,-0.2047527414139303
8636,South Asian,Female,40-90,0.006270203243685213
8637,South Asian,Female,40-90,0.07064130243289757
8638,South Asian,Female,40-90,-0.37889504247796024
8639,South Asian,Female,40-90,0.2901568992950656
8640,South Asian,Female,40-90,0.14988468356977291
8641,South Asian,Female,40-90,-0.13117952771825303
8642,South Asian,Female,40-90,-0.17720832706566547
8643,South Asian,Female,40-90,0.28548885521717304
8644,South Asian,Female,40-90,0.0150120147521009
8645,South Asian,Female,40-90,-0.060509510749701345
8646,South Asian,Female,40-90,0.27608528635204577
8647,South Asian,Female,40-90,0.07502426573560328
8648,South Asian,Female,40-90,-0.12202079200851035
8649,South Asian,Female,40-90,-0.2154625004693691
8650,South Asian,Female,40-90,0.2620484962180307
8651,South Asian,Female,40-90,0.033191720739548014
8652,South Asian,Female,40-90,0.00367970326374234
8653,South Asian,Female,40-90,-0.3391093545098931
8654,South Asian,Female,40-90,-0.053523177758731943
8655,South Asian,Female,40-90,-0.02383762474616624
8656,South Asian,Female,40-90,-0.11001741380325258
8657,South Asian,Female,40-90,0.18404644080404564
8658,South Asian,Female,40-90,-0.019749718823413698
8659,South Asian,Female,40-90,-0.0045610969001308455
8660,South Asian,Female,40-90,-0.15966403809926977
8661,South Asian,Female,40-90,0.14786818217501985
8662,South Asian,Female,40-90,-0.10687071178490148
8663,South Asian,Female,40-90,-0.12414549552369047
8664,South Asian,Female,40-90,0.05453226238705433
8665,South Asian,Female,40-90,-0.15503597306042138
8666,South Asian,Female,40-90,-0.11000444990238645
8667,South Asian,Female,40-90,-0.08937872618595044
8668,South Asian,Female,40-90,0.06629670235130192
8669,South Asian,Female,40-90,0.22843670041788933
8670,South Asian,Female,40-90,-0.15277507010023195
8671,South Asian,Female,40-90,0.029698709779533594
8672,South Asian,Female,40-90,-0.26900043796382933
8673,South Asian,Female,40-90,-0.14670324468092222
8674,South Asian,Female,40-90,0.005088112920634824
8675,South Asian,Female,40-90,0.02428041764824851
8676,South Asian,Female,40-90,-0.07316722959099176
8677,South Asian,Female,40-90,0.13469556041137842
8678,South Asian,Female,40-90,0.20026161886958427
8679,South Asian,Female,40-90,-0.0764939193516363
8680,South Asian,Female,40-90,-0.06436917216891258
8681,South Asian,Female,40-90,0.3203365535791436
8682,South Asian,Female,40-90,0.12000473296612135
8683,South Asian,Female,40-90,0.18353114121724934
8684,South Asian,Female,40-90,0.13328235672923805
8685,South Asian,Female,40-90,0.11839958901386494
8686,South Asian,Female,40-90,-0.16316461186317843
8687,South Asian,Female,40-90,-0.33857945740888695
8688,South Asian,Female,40-90,-0.02868679474788438
8689,South Asian,Female,40-90,-0.04245486829273393
8690,South Asian,Female,40-90,-0.22717897579870439
8691,South Asian,Female,40-90,0.07569811224175726
8692,South Asian,Female,40-90,-0.1353244682345487
8693,South Asian,Female,40-90,0.3355681993040882
8694,South Asian,Female,40-90,0.12095383546934757
8695,South Asian,Female,40-90,-0.1573214070279838
8696,South Asian,Female,40-90,-0.5250773699673923
8697,South Asian,Female,40-90,0.35360370018723675
8698,South Asian,Female,40-90,-0.07604141790954078
8699,South Asian,Female,40-90,0.163283398809285
8700,South Asian,Female,40-90,0.06720326512040176
8701,South Asian,Female,40-90,-0.3047862084435917
8702,South Asian,Female,40-90,-0.16982757292798567
8703,South Asian,Female,40-90,-0.17078699128435915
8704,South Asian,Female,40-90,0.18612936540082758
8705,South Asian,Female,40-90,-0.08829893693541946
8706,South Asian,Female,40-90,-0.17791926055865215
8707,South Asian,Female,40-90,0.03512179738711696
8708,South Asian,Female,40-90,-0.10262195030539223
8709,South Asian,Female,40-90,0.0767267338931319
8710,South Asian,Female,40-90,0.015854011700988657
8711,South Asian,Female,40-90,0.042717462988854926
8712,South Asian,Female,40-90,0.16505805845899424
8713,South Asian,Female,40-90,-0.15486695578114862
8714,South Asian,Female,40-90,-0.33752579239658154
8715,South Asian,Female,40-90,0.3375901575739526
8716,South Asian,Female,40-90,-0.03991142273888837
8717,South Asian,Female,40-90,0.20428887913663907
8718,South Asian,Female,40-90,0.1290490136001594
8719,South Asian,Female,40-90,-0.022184031057999043
8720,South Asian,Female,40-90,0.13940369569651878
8721,South Asian,Female,40-90,0.05843939817773203
8722,South Asian,Female,40-90,-0.0262173686652849
8723,South Asian,Female,40-90,-0.1918753492016858
8724,South Asian,Female,40-90,-0.10996205503116308
8725,South Asian,Female,40-90,-0.025256975879400123
8726,South Asian,Female,40-90,0.25597198948372757
8727,South Asian,Female,40-90,-0.20883486905679538
8728,South Asian,Female,40-90,-0.09435770149767952
8729,South Asian,Female,40-90,0.2703139292332377
8730,South Asian,Female,40-90,0.22336610304902793
8731,South Asian,Female,40-90,-0.06891588195204434
8732,South Asian,Female,40-90,-0.08251443356906751
8733,South Asian,Female,40-90,-0.1278536998510198
8734,South Asian,Female,40-90,0.09856242059826892
8735,South Asian,Female,40-90,-0.09659547590431306
8736,South Asian,Female,40-90,0.07386027979426046
8737,South Asian,Female,40-90,-0.13674930224518755
8738,South Asian,Female,40-90,-0.05935966690516459
8739,South Asian,Female,40-90,0.0566057955701087
8740,South Asian,Female,40-90,-0.2744849342821434
8741,South Asian,Female,40-90,0.08425564918560013
8742,South Asian,Female,40-90,0.0783254594780396
8743,South Asian,Female,40-90,0.086264915881614
8744,South Asian,Female,40-90,-0.02417038017973283
8745,South Asian,Female,40-90,0.06660383969041606
8746,South Asian,Female,40-90,0.15318468923647366
8747,South Asian,Female,40-90,0.25926287610410004
8748,South Asian,Female,40-90,-0.20601437307423343
8749,South Asian,Female,40-90,-0.145695155284856
8750,South Asian,Female,40-90,-0.27640054485581933
8751,South Asian,Female,40-90,0.0483159145752432
8752,South Asian,Female,40-90,-0.2971216097309677
8753,South Asian,Female,40-90,0.15969652486923414
8754,South Asian,Female,40-90,0.06956239936558317
8755,South Asian,Female,40-90,0.0762570947871195
8756,South Asian,Female,40-90,-0.10285916503689885
8757,South Asian,Female,40-90,0.17743780301411194
8758,South Asian,Female,40-90,0.11134271514922611
8759,South Asian,Female,40-90,0.08822858291177926
8760,South Asian,Female,40-90,0.0035639023736893094
8761,South Asian,Female,40-90,-0.04107117571767871
8762,South Asian,Female,40-90,0.44235763472130873
8763,South Asian,Female,40-90,-0.15968463388826626
8764,South Asian,Female,40-90,0.11100877154649647
8765,South Asian,Female,40-90,0.2640617178791058
8766,South Asian,Female,40-90,0.31815397406158885
8767,South Asian,Female,40-90,0.09186582657160036
8768,South Asian,Female,40-90,0.1195239482591659
8769,South Asian,Female,40-90,-0.16370685278031205
8770,South Asian,Female,40-90,-0.0638629215574289
8771,South Asian,Female,40-90,-0.0735151090569488
8772,South Asian,Female,40-90,0.2721390836155986
8773,South Asian,Female,40-90,0.31389242731142497
8774,South Asian,Female,40-90,0.2687687196980022
8775,South Asian,Female,40-90,0.08870407086485832
8776,South Asian,Female,40-90,0.30427276181385965
8777,South Asian,Female,40-90,0.18725919825874016
8778,South Asian,Female,40-90,-0.002947414324070863
8779,South Asian,Female,40-90,-0.2065650561702257
8780,South Asian,Female,40-90,-0.04048229639856338
8781,South Asian,Female,40-90,-0.11689081340589791
8782,South Asian,Female,40-90,-0.1447012506537977
8783,South Asian,Female,40-90,-0.17855995256885127
8784,South Asian,Female,40-90,0.01145905176898765
8785,South Asian,Female,40-90,0.16879344460707246
8786,South Asian,Female,40-90,-0.43167345414052205
8787,South Asian,Female,40-90,-0.2585892954152884
8788,South Asian,Female,40-90,-0.11368155934121438
8789,South Asian,Female,40-90,-0.2304680567694728
8790,South Asian,Female,40-90,-0.11080025429291673
8791,South Asian,Female,40-90,-0.06573552456515319
8792,South Asian,Female,40-90,0.07719960093055578
8793,South Asian,Female,40-90,-0.0597232204718412
8794,South Asian,Female,40-90,0.23547558274466818
8795,South Asian,Female,40-90,-0.12519763550661267
8796,South Asian,Female,40-90,0.3098526753790942
8797,South Asian,Female,40-90,-0.039125819863933486
8798,South Asian,Female,40-90,-0.3508322631514704
8799,South Asian,Female,40-90,-0.011370059538096111
8800,South Asian,Female,40-90,0.24099215988781575
8801,South Asian,Female,40-90,0.011923605709544205
8802,South Asian,Female,40-90,0.021750824877097674
8803,South Asian,Female,40-90,0.03314592683253448
8804,South Asian,Female,40-90,0.07750800361024623
8805,South Asian,Female,40-90,0.10879717763399244
8806,South Asian,Female,40-90,0.23779147995598215
8807,South Asian,Female,40-90,-0.29641988542501574
8808,South Asian,Female,40-90,0.08102532168365562
8809,South Asian,Female,40-90,-0.10850261772064451
8810,South Asian,Female,40-90,-0.1601029890370751
8811,South Asian,Female,40-90,0.23221238227368124
8812,South Asian,Female,40-90,-0.05357133032725869
8813,South Asian,Female,40-90,0.05517160023617862
8814,South Asian,Female,40-90,0.0830249777968266
8815,South Asian,Female,40-90,0.19318215599777622
8816,South Asian,Female,40-90,0.2301403228948118
8817,South Asian,Female,40-90,-0.4140094436881272
8818,South Asian,Female,40-90,-0.10585314157041958
8819,South Asian,Female,40-90,-0.05276065428779919
8820,South Asian,Female,40-90,0.015557414472554765
8821,South Asian,Female,40-90,-0.16137460395106595
8822,South Asian,Female,40-90,0.024095402130493326
8823,South Asian,Female,40-90,-0.05787382521528173
8824,South Asian,Female,40-90,-0.14445596910664538
8825,South Asian,Female,40-90,-0.19934860319354186
8826,South Asian,Female,40-90,0.09285895724106163
8827,South Asian,Female,40-90,-0.16281179457223693
8828,South Asian,Female,40-90,0.23090227196696222
8829,South Asian,Female,40-90,-0.23175050618149617
8830,South Asian,Female,40-90,0.018423792290183982
8831,South Asian,Female,40-90,-0.35508662956632886
8832,South Asian,Female,40-90,0.07854913457999135
8833,South Asian,Female,40-90,0.3124279094225795
8834,South Asian,Female,40-90,0.05961764841732764
8835,South Asian,Female,40-90,-0.11523665659980997
8836,South Asian,Female,40-90,0.16405205063613915
8837,South Asian,Female,40-90,0.07346226877915507
8838,South Asian,Female,40-90,-0.07495374744884842
8839,South Asian,Female,40-90,0.5523838081784977
8840,South Asian,Female,40-90,-0.18748602038313145
8841,South Asian,Female,40-90,0.02492412536312516
8842,South Asian,Female,40-90,0.037306402621596124
8843,South Asian,Female,40-90,0.22012217827046676
8844,South Asian,Female,40-90,-0.27090346032768053
8845,South Asian,Female,40-90,0.19252319431115916
8846,South Asian,Female,40-90,-0.08348058019460636
8847,South Asian,Female,40-90,0.3132821114294062
8848,South Asian,Female,40-90,0.19536449405188572
8849,South Asian,Female,40-90,0.02376755624860971
8850,South Asian,Female,40-90,0.20421806763707462
8851,South Asian,Female,40-90,0.2121247592940647
8852,South Asian,Female,40-90,0.12837983792065355
8853,South Asian,Female,40-90,-0.22828983523430857
8854,South Asian,Female,40-90,-0.12228631874054274
8855,South Asian,Female,40-90,-0.3208548946685559
8856,South Asian,Female,40-90,0.018559955640294667
8857,South Asian,Female,40-90,0.018491158726753998
8858,South Asian,Female,40-90,-0.05913590451210471
8859,South Asian,Female,40-90,-0.07856224767882036
8860,South Asian,Female,40-90,0.09569553579274759
8861,South Asian,Female,40-90,0.11013624681079603
8862,South Asian,Female,40-90,-0.012667441168266347
8863,South Asian,Female,40-90,0.13094212002966943
8864,South Asian,Female,40-90,-0.06445870224911321
8865,South Asian,Female,40-90,-0.26180220344018723
8866,South Asian,Female,40-90,0.04325985376165242
8867,South Asian,Female,40-90,0.2930045010671378
8868,South Asian,Female,40-90,0.2850958944968207
8869,South Asian,Female,40-90,-0.13164039445191422
8870,South Asian,Female,40-90,0.4793962846528106
8871,South Asian,Female,40-90,0.11589949483204354
